Utility Bill Date,Facility Name,Account Number,Line Item Type Name,Line Item Usage,Line Item Cost,Account Financial Code 1,Account Financial Code 2,Line Item Start Date,Line Item End Date,Facility Number,Line Item Category Name,Meter Type Name
7/1/24,137 Elm St Apt 3-B,34-23500-9,Electric-Usage (KWH),3,7.9,"1852	","7303	",6/1/24,7/1/24,"231	",Usage,Grid Purchased
7/1/24,137 Elm St Apt 3-A,34-23510-9,Electric-Usage (KWH),46,13.59,"1852	",,6/1/24,7/1/24,"232	",Usage,Grid Purchased
7/1/24,137 Elm St Apt 1-B,34-23520-13,Electric-Usage (KWH),25,10.82,"1852	","7303	",6/1/24,7/1/24,"233	",Usage,Grid Purchased
7/1/24,137 Elm St Apt 2-B,34-23530-13,Electric-Usage (KWH),30,11.47,"1852	","7303	",6/1/24,7/1/24,"234	",Usage,Grid Purchased
7/1/24,137 Elm St Apt 2-A,34-23540-10,Electric-Usage (KWH),28,11.21,"1852	","7303	",6/1/24,7/1/24,"251	",Usage,Grid Purchased
7/1/24,137 Elm St Apt 1-A,34-23550-2,Electric-Usage (KWH),10,8.83,"1852	","7303	",6/1/24,7/1/24,"235	",Usage,Grid Purchased
7/1/24,137 Elm St Apt 2-C,34-23560-14,Electric-Usage (KWH),5,8.16,"1852	","7303	",6/1/24,7/1/24,"236	",Usage,Grid Purchased
7/1/24,137 Elm St Apt 1-C,34-23570-8,Electric-Usage (KWH),37,12.4,"1852	","7303	",6/1/24,7/1/24,"237	",Usage,Grid Purchased
7/1/24,37 Elmwood Pl,34-23625-10,Electric-Usage (KWH),146,26.84,"1852	",,6/1/24,7/1/24,"60	",Usage,Grid Purchased
7/1/24,37 Elmwood Pl,34-23625-10,Trash (City Charges),0,12.5,"1852	",,6/1/24,7/1/24,"60	",Charges,Refuse
7/1/24,68 Elmwood Pl,34-23630-16,Electric-Usage (KWH),40,12.8,"1873	",,6/1/24,7/1/24,"78	",Usage,Grid Purchased
7/1/24,68 Elmwood Pl,34-23630-16,Sewer-Usage (CF),0,21.33,"1873	",,6/1/24,7/1/24,"78	",Usage,N/A
7/1/24,68 Elmwood Pl,34-23630-16,Trash (City Charges),0,12.5,"1873	",,6/1/24,7/1/24,"78	",Charges,Refuse
7/1/24,68 Elmwood Pl,34-23630-16,Water-Usage (CF),0,29.37,"1873	",,6/1/24,7/1/24,"78	",Usage,Potable
7/1/24,74 Elmwood Pl,34-23640-8,Electric-Usage (KWH),55,14.79,"1851	",,6/1/24,7/1/24,"81	",Usage,Grid Purchased
7/1/24,74 Elmwood Pl,34-23640-8,Sewer-Usage (CF),0,21.33,"1851	",,6/1/24,7/1/24,"81	",Usage,N/A
7/1/24,74 Elmwood Pl,34-23640-8,Trash (City Charges),0,12.5,"1851	",,6/1/24,7/1/24,"81	",Charges,Refuse
7/1/24,74 Elmwood Pl,34-23640-8,Water-Usage (CF),0,29.37,"1851	",,6/1/24,7/1/24,"81	",Usage,Potable
7/1/24,75 Elmwood Pl,34-23650-11,Electric-Usage (KWH),31,11.61,"1850	",,6/1/24,7/1/24,"82	",Usage,Grid Purchased
7/1/24,75 Elmwood Pl,34-23650-11,Trash (City Charges),0,12.5,"1850	",,6/1/24,7/1/24,"82	",Charges,Refuse
7/1/24,75 Elmwood Pl 2nd Fl,34-23660-6,Electric-Usage (KWH),63,15.85,"1850	",,6/1/24,7/1/24,"250	",Usage,Grid Purchased
7/1/24,75 Elmwood Pl 2nd Fl,34-23660-6,Trash (City Charges),0,12.5,"1850	",,6/1/24,7/1/24,"250	",Charges,Refuse
7/1/24,75 Elmwood Pl,34-23670-1,Sewer-Usage (CF),0,21.33,"1850	",,6/1/24,7/1/24,"82	",Usage,N/A
7/1/24,75 Elmwood Pl,34-23670-1,Water-Usage (CF),0,29.37,"1850	",,6/1/24,7/1/24,"82	",Usage,Potable
7/1/24,83 Elmwood Pl,34-23680-14,Electric-Usage (KWH),79,17.97,"1871	",,6/1/24,7/1/24,"85	",Usage,Grid Purchased
7/1/24,83 Elmwood Pl,34-23680-14,Sewer-Usage (CF),0,21.33,"1871	",,6/1/24,7/1/24,"85	",Usage,N/A
7/1/24,83 Elmwood Pl,34-23680-14,Trash (City Charges),0,12.5,"1871	",,6/1/24,7/1/24,"85	",Charges,Refuse
7/1/24,83 Elmwood Pl,34-23680-14,Water-Usage (CF),0,29.37,"1871	",,6/1/24,7/1/24,"85	",Usage,Potable
7/1/24,84 Elmwood Pl,34-23690-7,Electric-Usage (KWH),65,16.11,"1882	",,6/1/24,7/1/24,"86	",Usage,Grid Purchased
7/1/24,84 Elmwood Pl,34-23690-7,Sewer-Usage (CF),0,21.33,"1882	",,6/1/24,7/1/24,"86	",Usage,N/A
7/1/24,84 Elmwood Pl,34-23690-7,Trash (City Charges),0,12.5,"1882	",,6/1/24,7/1/24,"86	",Charges,Refuse
7/1/24,84 Elmwood Pl,34-23690-7,Water-Usage (CF),0,29.37,"1882	",,6/1/24,7/1/24,"86	",Usage,Potable
7/1/24,148 Elm St - CPO,34-23720-18,Electric-Usage (KWH),311,48.7,"9451	",,6/1/24,7/1/24,"24	",Usage,Grid Purchased
7/1/24,148 Elm St - CPO,34-23720-18,Trash (City Charges),0,18.75,"9451	",,6/1/24,7/1/24,"24	",Charges,Refuse
7/1/24,150 Elm St - CPO,34-23735-3,Electric-Usage (KWH),76,17.56,"9451	",,6/1/24,7/1/24,"210	",Usage,Grid Purchased
7/1/24,150 Elm St - CPO,34-23735-3,Sewer-Usage (CF),1400,99.54,"9451	",,6/1/24,7/1/24,"210	",Usage,N/A
7/1/24,150 Elm St - CPO,34-23735-3,Water-Usage (CF),1400,137.06,"9451	",,6/1/24,7/1/24,"210	",Usage,Potable
7/1/24,148-150 Elm St - CPO,34-23736-1,Electric-Usage (KWH),50,14.12,"9451	",,6/1/24,7/1/24,"224	",Usage,Grid Purchased
7/1/24,148-150 Elm St - CPO,34-23736-1,Trash (City Charges),0,12.5,"9451	",,6/1/24,7/1/24,"224	",Charges,Refuse
7/1/24,324 N Professor St - Grounds Building,41-00010-1,Electric-Usage (KWH),3200,438.29,"1925	","7303	",6/1/24,7/1/24,"124	",Usage,Grid Purchased
7/1/24,324 N Professor St - Grounds Building,41-00011-1,Sewer-Usage (CF),4600,327.06,"1925	",,6/1/24,7/1/24,"124	",Usage,N/A
7/1/24,324 N Professor St - Grounds Building,41-00011-1,Water-Usage (CF),4600,450.34,"1925	",,6/1/24,7/1/24,"124	",Usage,Potable
7/1/24,324 N Professor St - Garden Meter,41-00012-1,Water-Usage (CF),200,19.58,"1925	","7304	",6/1/24,7/1/24,,Usage,Potable
7/1/24,200 Woodland St - Philips Irrigation,41-00013-1,Water-Usage (CF),700,68.53,"1569	","7304	",6/1/24,7/1/24,,Usage,Potable
7/1/24,208 N Professor St - Bailey House,41-00020-1,Sewer-Usage (CF),0,21.33,"6272	",,6/1/24,7/1/24,"100	",Usage,N/A
7/1/24,208 N Professor St - Bailey House,41-00020-1,Water-Usage (CF),0,29.37,"6272	",,6/1/24,7/1/24,"100	",Usage,Potable
7/1/24,208 N Professor St - Bailey House,41-00021-1,Sewer-Usage (CF),500,35.55,"6272	",,6/1/24,7/1/24,"100	",Usage,N/A
7/1/24,208 N Professor St - Bailey House,41-00021-1,Water-Usage (CF),500,48.95,"6272	",,6/1/24,7/1/24,"100	",Usage,Potable
7/1/24,95 Union St - Langston Hall,41-00030-1,Demand,0,0,"6260	",,6/1/24,7/1/24,"154	",Demand,Grid Purchased
7/1/24,95 Union St - Langston Hall,41-00030-1,Electric-Usage (KWH),28440,3605.29,"6260	",,6/1/24,7/1/24,"154	",Usage,Grid Purchased
7/1/24,95 Union St - Langston Hall,41-00030-1,Sewer-Usage (CF),1100,78.21,"6260	",,6/1/24,7/1/24,"154	",Usage,N/A
7/1/24,95 Union St - Langston Hall,41-00030-1,Water-Usage (CF),1100,107.69,"6260	",,6/1/24,7/1/24,"154	",Usage,Potable
7/1/24,95 Union St - Langston Hall,41-00031-1,Sewer-Usage (CF),0,21.33,"6260	",,6/1/24,7/1/24,"154	",Usage,N/A
7/1/24,95 Union St - Langston Hall,41-00031-1,Water-Usage (CF),0,29.37,"6260	",,6/1/24,7/1/24,"154	",Usage,Potable
7/1/24,194 N Professor St - Burton Hall,41-00050-1,Sewer-Usage (CF),0,21.33,"6254	",,6/1/24,7/1/24,"107	",Usage,N/A
7/1/24,194 N Professor St - Burton Hall,41-00050-1,Water-Usage (CF),0,29.37,"6254	",,6/1/24,7/1/24,"107	",Usage,Potable
7/1/24,194 N Professor St - Burton Hall,41-00051-1,Sewer-Usage (CF),1200,85.32,"6254	",,6/1/24,7/1/24,"107	",Usage,N/A
7/1/24,194 N Professor St - Burton Hall,41-00051-1,Water-Usage (CF),1200,117.48,"6254	",,6/1/24,7/1/24,"107	",Usage,Potable
7/1/24,176 N Professor St - East Hall,41-00061-1,Sewer-Usage (CF),200,21.33,"6256	",,6/1/24,7/1/24,"120	",Usage,N/A
7/1/24,176 N Professor St - East Hall,41-00061-1,Water-Usage (CF),200,29.37,"6256	",,6/1/24,7/1/24,"120	",Usage,Potable
7/1/24,148 N Professor St - Barnard House,41-00071-1,Sewer-Usage (CF),500,35.55,"6274	",,6/1/24,7/1/24,"102	",Usage,N/A
7/1/24,148 N Professor St - Barnard House,41-00071-1,Water-Usage (CF),500,48.95,"6274	",,6/1/24,7/1/24,"102	",Usage,Potable
7/1/24,155 N Professor St - Stevenson Hall,41-00090-1,Sewer-Usage (CF),6900,490.59,"6250	",,6/1/24,7/1/24,"178	",Usage,N/A
7/1/24,155 N Professor St - Stevenson Hall,41-00090-1,Water-Usage (CF),6900,675.51,"6250	",,6/1/24,7/1/24,"178	",Usage,Potable
7/1/24,155 N Professor St - Stevenson Hall,41-00095-1,Demand,0,0,"6250	","7303	",6/1/24,7/1/24,"178	",Demand,Grid Purchased
7/1/24,155 N Professor St - Stevenson Hall,41-00095-1,Electric-Usage (KWH),48240,5946.6,"6250	","7303	",6/1/24,7/1/24,"178	",Usage,Grid Purchased
7/1/24,169 N Professor St - Kahn Hall,41-00097-1,Sewer-Usage (CF),300,21.33,"6222	",,6/5/24,7/1/24,"135	",Usage,N/A
7/1/24,169 N Professor St - Kahn Hall,41-00097-1,Water-Usage (CF),300,29.37,"6222	",,6/5/24,7/1/24,"135	",Usage,Potable
7/1/24,169 N Professor St - Kahn Hall,41-00098-1,Sewer-Usage (CF),1000,71.1,"6222	",,6/5/24,7/1/24,"135	",Usage,N/A
7/1/24,169 N Professor St - Kahn Hall,41-00098-1,Water-Usage (CF),1000,97.9,"6222	",,6/5/24,7/1/24,"135	",Usage,Potable
7/1/24,110 N Professor St - Wright Physics,41-00107-1,Demand,0,0,"1549	",,6/1/24,7/1/24,"189	",Demand,Grid Purchased
7/1/24,110 N Professor St - Wright Physics,41-00107-1,Electric-Usage (KWH),57600,6997.69,"1549	",,6/1/24,7/1/24,"189	",Usage,Grid Purchased
7/1/24,110 N Professor St - Wright Physics,41-00110-1,Sewer-Usage (CF),200,21.33,"1549	",,6/1/24,7/1/24,"189	",Usage,N/A
7/1/24,110 N Professor St - Wright Physics,41-00110-1,Water-Usage (CF),200,29.37,"1549	",,6/1/24,7/1/24,"189	",Usage,Potable
7/1/24,52 W Lorain St - Carnegie Building,41-00120-1,Sewer-Usage (CF),1800,127.98,"1536	",,6/1/24,7/1/24,"108	",Usage,N/A
7/1/24,52 W Lorain St - Carnegie Building,41-00120-1,Water-Usage (CF),1800,176.22,"1536	",,6/1/24,7/1/24,"108	",Usage,Potable
7/1/24,40 W Lorain St - Asia House Quadrangle,41-00130-1,Demand,0,0,"6262	",,6/1/24,7/1/24,"99	",Demand,Grid Purchased
7/1/24,40 W Lorain St - Asia House Quadrangle,41-00130-1,Electric-Usage (KWH),24960,2492.54,"6262	",,6/1/24,7/1/24,"99	",Usage,Grid Purchased
7/1/24,40 W Lorain St - Asia House Quadrangle,41-00130-1,Sewer-Usage (CF),500,35.55,"6262	",,6/1/24,7/1/24,"99	",Usage,N/A
7/1/24,40 W Lorain St - Asia House Quadrangle,41-00130-1,Water-Usage (CF),500,48.95,"6262	",,6/1/24,7/1/24,"99	",Usage,Potable
7/1/24,120 W Lorain St - Severance Hall,41-00140-1,Sewer-Usage (CF),0,21.33,"1552	",,6/1/24,7/1/24,"175	",Usage,N/A
7/1/24,120 W Lorain St - Severance Hall,41-00140-1,Water-Usage (CF),0,29.37,"1552	",,6/1/24,7/1/24,"175	",Usage,Potable
7/1/24,120 W Lorain St - Severance Hall,41-00142-1,Sewer-Usage (CF),0,0,"1552	",,6/1/24,7/1/24,"175	",Usage,N/A
7/1/24,120 W Lorain St - Severance Hall,41-00142-1,Water-Usage (CF),0,0,"1552	",,6/1/24,7/1/24,"175	",Usage,Potable
7/1/24,120 W Lorain St - Severance Hall,41-00143-1,Sewer-Usage (CF),200,21.33,"1552	",,6/1/24,7/1/24,"175	",Usage,N/A
7/1/24,120 W Lorain St - Severance Hall,41-00143-1,Water-Usage (CF),200,29.37,"1552	",,6/1/24,7/1/24,"175	",Usage,Potable
7/1/24,206 Woodland St - Williams Field House,41-00149-1,Sewer-Usage (CF),0,21.33,"1540	",,6/1/24,7/1/24,"188	",Usage,N/A
7/1/24,206 Woodland St - Williams Field House,41-00149-1,Water-Usage (CF),0,29.37,"1540	",,6/1/24,7/1/24,"188	",Usage,Potable
7/1/24,206 Woodland St - Williams Field House,41-00154-1,Demand,0,0,"1540	",,6/1/24,7/1/24,"188	",Demand,Grid Purchased
7/1/24,206 Woodland St - Williams Field House,41-00154-1,Electric-Usage (KWH),9120,1252.97,"1540	",,6/1/24,7/1/24,"188	",Usage,Grid Purchased
7/1/24,206 Woodland St - Williams Field House,41-00154-1,Sewer-Usage (CF),0,21.33,"1540	",,6/1/24,7/1/24,"188	",Usage,N/A
7/1/24,206 Woodland St - Williams Field House,41-00154-1,Water-Usage (CF),0,29.37,"1540	",,6/1/24,7/1/24,"188	",Usage,Potable
7/1/24,202 Woodland St - Heisman Field House,41-00155-1,Demand,0,0,"1551	","7304	",6/1/24,7/1/24,"293	",Demand,Grid Purchased
7/1/24,202 Woodland St - Heisman Field House,41-00155-1,Electric-Usage (KWH),17040,2465.49,"1551	","7304	",6/1/24,7/1/24,"293	",Usage,Grid Purchased
7/1/24,202 Woodland St - Heisman Field House,41-00155-1,Water-Usage (CF),0,29.37,"1551	","7304	",6/1/24,7/1/24,"293	",Usage,Potable
7/1/24,204 Woodland St - Kahn Track and Concession,41-00157-1,Sewer-Usage (CF),0,21.33,"1597	",,6/5/24,7/1/24,"292	",Usage,N/A
7/1/24,204 Woodland St - Kahn Track and Concession,41-00157-1,Water-Usage (CF),0,29.37,"1597	",,6/5/24,7/1/24,"292	",Usage,Potable
7/1/24,204 Woodland St - Kahn Track and Concession,41-00159-1,Sewer-Usage (CF),100,21.33,"1597	",,6/1/24,7/1/24,"292	",Usage,N/A
7/1/24,204 Woodland St - Kahn Track and Concession,41-00159-1,Water-Usage (CF),100,29.37,"1597	",,6/1/24,7/1/24,"292	",Usage,Potable
7/1/24,200 Woodland St - Philips Gymnasium,41-00165-1,Sewer-Usage (CF),8900,632.79,"1569	",,6/1/24,7/1/24,"164	",Usage,N/A
7/1/24,200 Woodland St - Philips Gymnasium,41-00165-1,Water-Usage (CF),8900,871.31,"1569	",,6/1/24,7/1/24,"164	",Usage,Potable
7/1/24,200 Woodland St - Philips Gymnasium,41-00170-1,Demand,0,0,"1569	",,6/1/24,7/1/24,"164	",Demand,Grid Purchased
7/1/24,200 Woodland St - Philips Gymnasium,41-00170-1,Electric-Usage (KWH),124000,16386.48,"1569	",,6/1/24,7/1/24,"164	",Usage,Grid Purchased
7/1/24,207 Woodland St - Zechiel House,41-00180-1,Electric-Usage (KWH),4160,565,"6270	",,6/1/24,7/1/24,"190	",Usage,Grid Purchased
7/1/24,207 Woodland St - Zechiel House,41-00180-1,Sewer-Usage (CF),0,21.33,"6270	",,6/1/24,7/1/24,"190	",Usage,N/A
7/1/24,207 Woodland St - Zechiel House,41-00180-1,Water-Usage (CF),0,29.37,"6270	",,6/1/24,7/1/24,"190	",Usage,Potable
7/1/24,207 Woodland St - Zechiel House,41-00181-1,Sewer-Usage (CF),100,21.33,"6270	",,6/1/24,7/1/24,"190	",Usage,N/A
7/1/24,207 Woodland St - Zechiel House,41-00181-1,Water-Usage (CF),100,29.37,"6270	",,6/1/24,7/1/24,"190	",Usage,Potable
7/1/24,210 Woodland St - Knowlton Athletic Field / Alumni Club,41-00182-1,Demand,0,0,"1541	",,6/1/24,7/1/24,"295	",Demand,Grid Purchased
7/1/24,210 Woodland St - Knowlton Athletic Field / Alumni Club,41-00182-1,Electric-Usage (KWH),30040,3960.32,"1541	",,6/1/24,7/1/24,"295	",Usage,Grid Purchased
7/1/24,210 Woodland St - Knowlton Athletic Field / Alumni Club,41-00182-1,Sewer-Usage (CF),800,56.88,"1541	",,6/1/24,7/1/24,"295	",Usage,N/A
7/1/24,210 Woodland St - Knowlton Athletic Field / Alumni Club,41-00182-1,Water-Usage (CF),800,78.32,"1541	",,6/1/24,7/1/24,"295	",Usage,Potable
7/1/24,210 Woodland St - Knowlton Athletic Field / Alumni Club,41-00183-1,Sewer-Usage (CF),1000,97.9,"1541	",,6/1/24,7/1/24,"295	",Usage,N/A
7/1/24,210 Woodland St - Knowlton Athletic Field / Alumni Club,41-00183-1,Water-Usage (CF),1000,71.1,"1541	",,6/1/24,7/1/24,"295	",Usage,Potable
7/1/24,210 Woodland St - Knowlton Athletic Field / Alumni Club,41-00184-1,Sewer-Usage (CF),94800,6740.28,"1541	",,6/1/24,7/1/24,"295	",Usage,N/A
7/1/24,210 Woodland St - Knowlton Athletic Field / Alumni Club,41-00184-1,Water-Usage (CF),94800,9280.92,"1541	",,6/1/24,7/1/24,"295	",Usage,Potable
7/1/24,212 Woodland St - Stadium Locker / Equipment,41-00185-1,Sewer-Usage (CF),200,21.33,"1541	",,6/1/24,7/1/24,"296	",Usage,N/A
7/1/24,212 Woodland St - Stadium Locker / Equipment,41-00185-1,Water-Usage (CF),200,29.37,"1541	",,6/1/24,7/1/24,"296	",Usage,Potable
7/1/24,212 Woodland St - Stadium Locker / Equipment,41-00186-1,Sewer-Usage (CF),0,21.33,"1541	",,6/1/24,7/1/24,"296	",Usage,N/A
7/1/24,212 Woodland St - Stadium Locker / Equipment,41-00186-1,Water-Usage (CF),0,29.37,"1541	",,6/1/24,7/1/24,"296	",Usage,Potable
7/1/24,212 Woodland St - Stadium Locker / Equipment,41-00187-1,Sewer-Usage (CF),0,21.33,"1541	",,6/1/24,7/1/24,"296	",Usage,N/A
7/1/24,212 Woodland St - Stadium Locker / Equipment,41-00187-1,Water-Usage (CF),0,29.37,"1541	",,6/1/24,7/1/24,"296	",Usage,Potable
7/1/24,150 Woodland St - New Dorm,41-00189-1,Demand,0,0,60023D,"7303	",6/1/24,7/1/24,,Demand,Grid Purchased
7/1/24,150 Woodland St - New Dorm,41-00189-1,Electric-Usage (KWH),30100,3766.55,60023D,"7303	",6/1/24,7/1/24,,Usage,Grid Purchased
7/1/24,167 Woodland St - Noah Hall,41-00190-1,Electric-Usage (KWH),7760,1040.16,"6258	",,6/1/24,7/1/24,"158	",Usage,Grid Purchased
7/1/24,167 Woodland St - Noah Hall,41-00190-1,Sewer-Usage (CF),300,21.33,"6258	",,6/1/24,7/1/24,"158	",Usage,N/A
7/1/24,167 Woodland St - Noah Hall,41-00190-1,Water-Usage (CF),300,29.37,"6258	",,6/1/24,7/1/24,"158	",Usage,Potable
7/1/24,145 Woodland St - Barrows Hall,41-00200-1,Electric-Usage (KWH),3600,491.08,"6252	",,6/1/24,7/1/24,"103	",Usage,Grid Purchased
7/1/24,145 Woodland St - Barrows Hall,41-00200-1,Sewer-Usage (CF),5200,369.72,"6252	",,6/1/24,7/1/24,"103	",Usage,N/A
7/1/24,145 Woodland St - Barrows Hall,41-00200-1,Water-Usage (CF),5200,509.08,"6252	",,6/1/24,7/1/24,"103	",Usage,Potable
7/1/24,145 Woodland St - Barrows Hall,41-00201-1,Sewer-Usage (CF),8800,625.68,"6252	",,6/1/24,7/1/24,"103	",Usage,N/A
7/1/24,145 Woodland St - Barrows Hall,41-00201-1,Water-Usage (CF),8800,861.52,"6252	",,6/1/24,7/1/24,"103	",Usage,Potable
7/1/24,119 / 130 Woodland St - Science Center - North Quad,41-00205-1,Demand,0,0,"1557	","7303	",6/1/24,7/1/24,"171	",Demand,Grid Purchased
7/1/24,119 / 130 Woodland St - Science Center - North Quad,41-00205-1,Electric-Usage (KWH),289440,39047.02,"1557	","7303	",6/1/24,7/1/24,"171	",Usage,Grid Purchased
7/1/24,119 / 130 Woodland St - Science Center - North Quad,41-00212-1,Sewer-Usage (CF),12500,888.75,"1557	",,6/1/24,7/1/24,"171	",Usage,N/A
7/1/24,119 / 130 Woodland St - Science Center - North Quad,41-00212-1,Water-Usage (CF),12500,1223.75,"1557	",,6/1/24,7/1/24,"171	",Usage,Potable
7/1/24,119 / 130 Woodland St - Science Center - North Quad,41-00213-1,Sewer-Usage (CF),100,21.33,"1557	",,6/1/24,7/1/24,"171	",Usage,N/A
7/1/24,119 / 130 Woodland St - Science Center - North Quad,41-00213-1,Water-Usage (CF),100,29.37,"1557	",,6/1/24,7/1/24,"171	",Usage,Potable
7/1/24,135 W Lorain St - Wilder Hall,41-00220-1,Sewer-Usage (CF),900,63.99,"1546	",,6/1/24,7/1/24,"187	",Usage,N/A
7/1/24,135 W Lorain St - Wilder Hall,41-00220-1,Water-Usage (CF),900,88.11,"1546	",,6/1/24,7/1/24,"187	",Usage,Potable
7/1/24,145 W Lorain St - Daub House,41-00225-1,Sewer-Usage (CF),0,21.33,"1545	",,6/1/24,7/1/24,"119	",Usage,N/A
7/1/24,145 W Lorain St - Daub House,41-00225-1,Water-Usage (CF),0,29.37,"1545	",,6/1/24,7/1/24,"119	",Usage,Potable
7/1/24,173 W Lorain St - Central Heating Plant,41-00240-1,Water-Usage (CF),23200,2271.28,"1962	","7304	",6/1/24,7/1/24,"109	",Usage,Potable
7/1/24,173 W Lorain St - Central Heating Plant,41-00242-1,Water-Usage (CF),0,29.37,"1962	","7304	",6/1/24,7/1/24,"109	",Usage,Potable
7/1/24,173 W Lorain St - Central Heating Plant,41-00243-1,Water-Usage (CF),13300,1302.07,"1962	","7304	",6/1/24,7/1/24,"109	",Usage,Potable
7/1/24,173 W Lorain St - Central Heating Plant,41-00246-1,Sewer-Usage (CF),1900,135.09,"1962	",,6/1/24,7/1/24,"109	",Usage,N/A
7/1/24,173 W Lorain St - Central Heating Plant,41-00246-1,Water-Usage (CF),1900,186.01,"1962	",,6/1/24,7/1/24,"109	",Usage,Potable
7/1/24,180 W Lorain St - Hales Gym/Bowling Lanes,41-00250-1,Demand,0,0,"1543	","7303	",6/1/24,7/1/24,"125	",Demand,Grid Purchased
7/1/24,180 W Lorain St - Hales Gym/Bowling Lanes,41-00250-1,Electric-Usage (KWH),7400,1083.68,"1543	","7303	",6/1/24,7/1/24,"125	",Usage,Grid Purchased
7/1/24,173 W Lorain St - Pottery Coop Crafts Center,41-00251-1,Sewer-Usage (CF),100,21.33,"1561	",,6/1/24,7/1/24,"165	",Usage,N/A
7/1/24,173 W Lorain St - Pottery Coop Crafts Center,41-00251-1,Water-Usage (CF),100,29.37,"1561	",,6/1/24,7/1/24,"165	",Usage,Potable
7/1/24,180 W Lorain St - Crane Building,41-00265-1,Sewer-Usage (CF),2900,206.19,"1537	",,6/1/24,7/1/24,"117	",Usage,N/A
7/1/24,180 W Lorain St - Crane Building,41-00265-1,Water-Usage (CF),2900,283.91,"1537	",,6/1/24,7/1/24,"117	",Usage,Potable
7/1/24,173 W Lorain St - Co-Gen Feeder,41-00268-1,Demand,0,0,"1962	",,6/1/24,7/1/24,"241	",Demand,Grid Purchased
7/1/24,173 W Lorain St - Co-Gen Feeder,41-00268-1,Electric-Usage (KWH),824400,102114.96,"1962	",,6/1/24,7/1/24,"241	",Usage,Grid Purchased
7/1/24,148 W College St - Mudd,41-00270-1,Sewer-Usage (CF),800,56.88,"1550	",,6/1/24,7/1/24,"157	",Usage,N/A
7/1/24,148 W College St - Mudd,41-00270-1,Water-Usage (CF),800,78.32,"1550	",,6/1/24,7/1/24,"157	",Usage,Potable
7/1/24,148 W College St - Mudd,41-00271-1,Sewer-Usage (CF),23300,1656.63,"1550	",,6/1/24,7/1/24,"157	",Usage,N/A
7/1/24,148 W College St - Mudd,41-00271-1,Water-Usage (CF),23300,2281.07,"1550	",,6/1/24,7/1/24,"157	",Usage,Potable
7/1/24,174 W College St - Quonset Building,41-00280-1,Electric-Usage (KWH),2554,353.02,"1923	",,6/1/24,7/1/24,"204	",Usage,Grid Purchased
7/1/24,174 W College St - Quonset Building,41-00280-1,Sewer-Usage (CF),0,21.33,"1923	",,6/1/24,7/1/24,"204	",Usage,N/A
7/1/24,174 W College St - Quonset Building,41-00280-1,Water-Usage (CF),0,29.37,"1923	",,6/1/24,7/1/24,"204	",Usage,Potable
7/1/24,163 W College St - Grey Gables Parking Lot,41-00286-1,Electric-Usage (KWH),1019,149.97,"1529	","7303	",6/1/24,7/1/24,"203	",Usage,Grid Purchased
7/1/24,140 W College St - Dascomb,41-00290-1,Demand,0,0,"6206	",,6/1/24,7/1/24,"118	",Demand,Grid Purchased
7/1/24,140 W College St - Dascomb,41-00290-1,Electric-Usage (KWH),26200,3299.29,"6206	",,6/1/24,7/1/24,"118	",Usage,Grid Purchased
7/1/24,140 W College St - Dascomb,41-00290-1,Sewer-Usage (CF),2200,156.42,"6206	",,6/1/24,7/1/24,"118	",Usage,N/A
7/1/24,140 W College St - Dascomb,41-00290-1,Water-Usage (CF),2200,215.38,"6206	",,6/1/24,7/1/24,"118	",Usage,Potable
7/1/24,90 N Professor St - Finney Chapel,41-00300-1,Sewer-Usage (CF),10000,711,"1539	",,6/1/24,7/1/24,"122	",Usage,N/A
7/1/24,90 N Professor St - Finney Chapel,41-00300-1,Water-Usage (CF),10000,979,"1539	",,6/1/24,7/1/24,"122	",Usage,Potable
7/1/24,70 N Professor St - Cox Administration,41-00302-1,Sewer-Usage (CF),200,21.33,"1531	",,6/1/24,7/1/24,"116	",Usage,N/A
7/1/24,70 N Professor St - Cox Administration,41-00302-1,Water-Usage (CF),200,29.37,"1531	",,6/1/24,7/1/24,"116	",Usage,Potable
7/1/24,50 N Professor St - Peters Hall,41-00304-1,Sewer-Usage (CF),600,42.66,"1548	",,6/1/24,7/1/24,"163	",Usage,N/A
7/1/24,50 N Professor St - Peters Hall,41-00304-1,Water-Usage (CF),600,58.74,"1548	",,6/1/24,7/1/24,"163	",Usage,Potable
7/1/24,10 N Professor St - King Building,41-00310-1,Demand,0,0,"1559	",,6/1/24,7/1/24,"1559	",Demand,Grid Purchased
7/1/24,10 N Professor St - King Building,41-00310-1,Electric-Usage (KWH),36840,4513.92,"1559	",,6/1/24,7/1/24,"1559	",Usage,Grid Purchased
7/1/24,10 N Professor St - King Building,41-00310-1,Sewer-Usage (CF),0,21.33,"1559	",,6/1/24,7/1/24,"1559	",Usage,N/A
7/1/24,10 N Professor St - King Building,41-00310-1,Water-Usage (CF),0,29.37,"1559	",,6/1/24,7/1/24,"1559	",Usage,Potable
7/1/24,30 N Professor St - Warner Center Gym,41-00330-1,Sewer-Usage (CF),800,56.88,"1556	",,6/1/24,7/1/24,"185	",Usage,N/A
7/1/24,30 N Professor St - Warner Center Gym,41-00330-1,Water-Usage (CF),800,78.32,"1556	",,6/1/24,7/1/24,"185	",Usage,Potable
7/1/24,77 W College St - Conservatory Central,41-00339-1,Sewer-Usage (CF),3000,213.3,"1567	",,6/1/24,7/1/24,"113	",Usage,N/A
